Subject Line,Spam
Condemned man picks a black olive for his last meal. Green olives,False
Some Quickies.  Lots of 'em.  Something for everyone.,False
Keeping up with The Sims: Managing Large Scale Game Content,False
Lonely iguana discovered in Salford,False
"kitty wants to play ""eat your head""",False
Self-denial of the literary sort,False
Phoenix Suns owner dons dreadlocks to help sell tickets,False
Whatever-Dude.com Needs $300 Quick to Get Their Freed from their ISP,False
Haunted Mansion movie inches forward,False
Rats' intestines and pigs' teeth,False
Japanese kids spend a day in school jumping in the swimming pool,False
"Ugly-ass, rare baby rhino born in Australian zoo )",False
Luggage falls from plane onto Salvation Army scattering used,False
Skateboarder drives-through Subway. With his face,False
"Hollywood out of crack, has started smoking tiling grout: ""Grease 3""",False
Yoga & Painfree Bliss,False
"Canadians are knockin' boots less, or just not getting any",False
Hooters Air concept crashes and burns,False
Americans are becoming more spiritual,False
Man finds lost marbles after 70 years....,False
"Gambler wins £7,000 - and spends it all on horse shiat",False
Y! Finance RSS Feeds Off,False
Sourceforge sells out,False
Giant otter statue to be built,False
26-hour days...,False
Smurfs: The Pasta. Thank Goodness for Chef Boyardee,False
Ecstasy users 'risk Parkinson's disease',False
UFOs in the Sky!,False
ATT Wireless Location tracking,False
Mac OS X browsers,False
Advanced CSS lists,False
Last-ditch talks aim to halt tide of violence engulfing West Africa,False
YOUR a STUPID Idj0t,False
Of Muslims and Morris men,False
Blair attacks new culture of cynicism,False
The secret passion that staggered Westminster,False
New exam fury puts Morris's job in danger,False
A matter of opinion,False
A Windsor in the soup,False
Carcooning,False
Oracle of Google,False
Kanu at the double,False
Don't laugh. This is the real Office,False
ATT Wireless Location tracking,False
Mice born from rat-matured eggs,False
Mac OS X browsers,False
Sourceforge sells out,False
New iBooks and PowerBooks,False
Apple Switch parodies,False
UFOs in the Sky!,False
The Ryder Cup,False
Dooce,False
Quickly,False
Turkey City Lexicon,False
My talk at UT Austin,False
Underwater high-voltage photography,False
"Trust me on funding, says Brown",False
Adams linked to IRA death squad,False
Priceless Rubens works stolen in raid on mansion,False
Equitable mis-sold policies,False
Global call for extrasolar planet watching,False
The green man,False
IMF shores up debt defences,False
Apple Switch parodies,False
Sourceforge sells out,False
Major's shame over affair leaves Currie indignant,False
UFOs in the Sky!,False
YOUR a STUPID Idj0t,False
Are you being Freeserved?,False
Stupid for a Day,False
Early Start and Peter Gabriel,False
New iBooks and PowerBooks,False
ATT Wireless Location tracking,False
Linux Software RAID Fun,False
US forces Israel to lift siege of Arafat,False
Carcooning,False
Oracle of Google,False
Mac OS X browsers,False
Colophon 3,False
Colophon 2,False
Colophon 1,False
2000+ year old Greek computer reinterpreted,False
I mean why not,False
Dan Gillmor responds to Jack Valenti,False
Un,False
"""I meditated in a cave for 12 years and now I'm here to tell you",False
Automotive software Easter Egg discovered,False
Motel holds mans wheelchair ransom.,False
Brown budget plans in disarray,False
"Bank robber gets the loot, makes it out of bank, shoots self in",False
Cat shot through eye with horse dart tranquilizer roams,False
The plight of Qadir Fedayee,False
Space shuttle ready for return,False
Drug halves genital herpes transmission,False
Saddam set to let inspectors in,False
The new trailer for the Lord of the Rings comes out today on AOL,False
Portillo dig at Blunkett in fringe double act,False
Show-and-tell nearly extinct because it might hurt children's,False
How I made Edwina tell all,False
Randy Moss smokes ganja,False
what is the sound of one knee jerking?,False
"Toddler falls from a first-storey window, saved from injury by",False
Apple Switch parodies,False
100 not safe for work pics for chicks. WEENERS.,False
da bomb,False
Wedding etiquette,False
"Think before you leap, man flies powered parachute into",False
Truck driver leaves trail of smelly pizza waste along major,False
Scientists prove that shoe size and penis size are not linked.,False
Bush orders Sharon to obey UN resolutions so US can gather,False
Synthetic vitamin boosts bone growth,False
Quickly,False
"Family's ""pet"" raccoon attacks baby in crib",False
TV sports babe in trouble for locker room antics,False
West Coast port closures may cancel Christmas.,False
Cobain dispute settled,False
"Man tries to bungee from bridge to passing cruise ship, bashes",False
Woman finds rubber glove in hamburger bun. Will now sue,False
Farker Chakalasp dares you to Photoshop him,False
"Equitable prepares to compensate 70,000",False
Photoshop Sean Connery giving us some good advice,False
YOUR a STUPID Idj0t,False
Best,False
Madonna is actually quite shy,False
Liddle quits Today with new BBC deal,False
The worst Freddy Krueger costume ever,False
Family refuses to cancel expensive wedding just because the groom,False
UFOs in the Sky!,False
Tibetans see hint of detente with China,False
catalogs.google.com - in time for xmas?,False
Pensioners and housebuyers suffer,False
FreeBSD or Linux for your MySQL Server?,False
"Forged documents, public drinking, massive fistfights... Who knew",False
New iBooks and PowerBooks,False
PFI hospital's £97m pay bill could cost NHS billions,False
Disney's no-good Park-Czar replaced,False
Freak breaks world record by clipping 153 clothespins on his face,False
Man rappels off of city bridge trying to hitch a free ride on a,False
Professional dog poop scooper has 300 customers,False
British National Health Service to provide vibrators to women,False
Photoshop Theme.. ways to smuggle weapons-grade Uranium .,False
No Blackpool illumination from these control freaks,False
Contact lenses 'boost sexual success',False
Giant Congo hydroelectric project is a 'betrayal',False
"Kid crams acorn up his nose, hilarity ensues",False
The Boston Globe on Linux and OS X,False
curb your celebrity,False
Sourceforge sells out,False
The Ozone Hole is getting smaller... But Leroy's Getting LARRRRRGER,False
Detective sends out Al Qaeda warning based on Onion story,False
"""Cram school"" operator arrested for trying to cram it into a 13",False
Tip of the Day: When trying to kill head lice with rubbing,False
Man's leg is found 7 miles from a hit and run accident,False
Photoshop a kid getting his tounge measured,False
Carcooning,False
"False teeth to fake limbs, crazy things left behind in hotels",False
Rail crash bereaved sue over line safety,False
Oracle of Google,False
If you're going to turn on an electric pump to remove water from,False
Mac OS X browsers,False
Is rap music art? Rap song about farting answers that question,False
ATT Wireless Location tracking,False
Cops sabotaging their own in car video cameras to avoid looking,False
New Strongbad E-Mail,False
There are four lights,False
quick hack,False
Record industry defends practices to Senate,False
US rejects Iraq inspections deal,False
Education debate,False
RedHat 8.0 ISO Mirror(s),False
The subtle art of sugaring bitter pills goes down well,False
"Patients to get chemically ""sterilised"" blood",False
Senators threaten to rein in Bush,False
Drivezilla -- 200GB Drives from Western Digital,False
New P2P network funded by US government,False
Viruses that also hack computers on the rise,False
"If it's too loud, you're too French",False
Toward Mac OS XX,False
International agreements,False
The Office: too painful to watch?,False
Danger Hiptop reviewed,False
The Blair message: be bold,False
Food 'cancer chemical' reaction identified,False
Bloodhag interviewed,False
never a cent,False
OSXCon Thoughts for Tuesday,False
Distributed.net cracks the RC5-64 cipher,False
"Kevin Mitnick's laptop, signed by Woz, on eBay",False
Nationwide predicts 23% house price rise,False
TrackBack for OSXCON,False
Big Five record companies guilty of price fixing,False
Clarion comes to Australia!,False
When an engineer flaps his wings,False
Smitten,False
Comics Journal interviews Ted Rall,False
Shader Integration: Merging Shading Technologies on the Nintendo,False
NYT discovers Linux in late 2002,False
Quantum cryptography takes to the skies,False
Mathematics film-festival in October in Berkeley,False
Cypriot leaders in last-ditch attempt at unification,False
Enron finance chief is handcuffed,False
Perl.  It's just a language.,False
Vintage Music Archive,False
"Don't do the brown WiFi, the brown WiFi is BAD",False
Reunion,False
Insanely complicated,False
"Sidekick, your mobile blogging pal",False
RDF redux,False
Gillmor: Apple's fair-use friendly OS?,False
TV democracy in action,False
Warplane system 'could stop mid-air explosions',False
Marriage makes both sexes happy,False
Robbie Williams signs £80m deal,False
Call this a party?,False
Fight Piracy -- Regulate Potty Chairs!,False
Clinton: Blair's the man to trust,False
Job Offers and My Resume,False
Best served cold,False
Wed. OSXCon Keynote -- Jordan Hubbard,False
Not Many OS X Conference Blogs,False
Fatal seal epidemic burns out,False
Currie returns to pile scorn on Major,False
On Windley's Radar Too,False
Wed. OSXCon Panel Discussion,False
"I've been snowed under for the last four weeks, working on the",False
Iraq invasion a 'hair-trigger' away,False
Blog de jeanpoole interviews Mark,False
OSXCon Wed. -- James Gosling,False
Catalog of Tomorrow released,False
Hurricane Lili closes shuttle Mission Control,False
Notes from OSXCon's DRM and Digital Hub panel,False
UK 'should ban nuclear arms',False
Switcher,False
OSXCon: Development Lessons from Bare Bones Software,False
Education debate,False
"300,000 exams to be reviewed",False
Cast not the first stone,False
History of the tilde,False
Catching up,False
CSS and mobile devices,False
Microsoft redesign,False
Permanent blue skin for silver drinking politician,False
Executive pay leaps ahead 17%,False
Robot census,False
Government plans to hand out free Valium,False
Profiteers resell Africa's Aids drugs,False
Why is it so hard to get a cab in San Francisco?,False
Blix told to await new orders on Iraq,False
Culture Jamming,False
'Flipping' Goldman fingered,False
RSS Critical Mass,False
Troubled Royal Ballet eyes US director,False
"Don't do the brown WiFi, the brown WiFi is BAD",False
Digital service launches with 30 free channels,False
Snub for minister in election row,False
'Miracle' gene therapy trial halted,False
Blair apologises for exam fiasco,False
Electronic circuits created in a flash,False
World's funniest joke revealed,False
Papon release prompts healthy scepticism,False
"Blood pressure drugs ""slow ageing""",False
Cellular doom,False
Phone companies compared,False
Mass human sacrifice unearthed in Peru,False
Internet creaks after huge network crash,False
"For you, and you, and Timmy",False
Medieval powers in City trial of strength,False
Our men from the private sector,False
Robbie's £80m deal puts EMI on new path,False
West Nile virus transmitted in breast milk,False
Space probe kit will fight terrestrial crime,False
Amorous ostriches scoop Ig Nobel prize,False
"Houses rise £1,100 a week",False
A nation searches its soul,False
Weird museums of NYC,False
Cosmic crash of speeding jets tracked,False
Bush veto on Middle East talks,False
Gaiman kicks McFarlane's ass in court,False
'I am an enemy of your country',False
Sidekick's browser blows,False
Data-mine your hard-drive with SixDegrees,False
Hoax!,False
Times Square as it was,False
Bosnia goes it alone for first full poll,False
Barclay twins buy Littlewoods,False
New Gunner Gilberto is quick to earn his stripes,False
Hype is all for tired old Panorama,False
Another fine mess I've got myself into...,False
The boy for Brazil?,False
to the courthouse,False
Bugbear email steals card data,False
Second-hand sales blamed for bedbugs' comeback,False
Blue people of the world unite!,False
Freedom deal for Real IRA man,False
Curling videogame hits bigtime,False
Fading blue,False
Glennf responds to warchalking FUD,False
"Bin Laden is still alive, reveals spy phone satellite",False
Pix from Austin,False
Global crash fears as German bank sinks,False
Seaman recalled for Euro campaign,False
Perl programmers are so cute,False
Animated existentialism,False
Accessibility watershed?,False
All digital,False
Central,False
Business card design,False
1Mb/s through mud,False
GDC 2002: Game Scripting in Python,False
Postmortem: Pixelogic's The Italian Job,False
Rapid immune reaction key to staving off AIDS,False
Outsourcing Reality: Integrating a Commercial Physics Engine,False
Tags reveal if frozen food is rotten,False
New light on a lost world of shattered icons,False
"Cyberspace in the 21st Century: Part Seven, Security is Relative",False
"Designer's Notebook: Stop Calling Games ""Addictive""!",False
"Conversations From GDC Europe: Bill Fulton, Zeno Colaco, Harvey Smith",False
Play by Play: Effective Memory Management,False
Football players addicted to video football,False
Reflections from GDC Europe: It's A Complex (Game) World,False
Shooting from the Hip: An Interview with Hip Tanaka,False
"Conversations From GDC Europe: Mark Cerny, Jonty Barnes, Jason",False
A Non-Integer Power Function on the Pixel Shader,False
Ministers issue gag orders for MI5 trial,False
Postmortem: Ubi Soft China's Music Up -- Summer Rainbow,False
"9/11, war in Iraq threaten Disney parks",False
Artist Gallery: Troy Paradise,False
The Analyst Primer,False
Shader Integration: Merging Shading Technologies on the Nintendo,False
Keeping up with The Sims: Managing Large Scale Game Content,False
Product Review: Virtools Dev 2.0,False
Four Ways to Use Symbols to Add Emotional Depth to Games,False
Our Dumb Pipeline,False
Rendering the Great Outdoors: Fast Occlusion Culling for Outdoor,False
Product Review: Darkling Simulations' Dark Tree 2,False
Tory leader risks all on 80s revival,False
Al-Qaida suspected in tanker blast,False
Bank of Ireland admits Abbey overtures,False
Born to be wild - then shot,False
"A-level student sues for £100,000 over 'grade fixing'",False
Ehiogu fills the Ferdinand gap,False
'Stay on to 70' call grows,False
Two in court on IRA spy charges,False
Apple: Heinous DVD Pirates,False
Reclaiming privacy with laser-pointers,False
10Mb/s through skin,False
My OS X Keynote,False
My Good Easy,False
Eldred Press Watch,False
Physics auction nets half-mil for Einstein,False
"Welcome, Danny and Quinn!",False
Boy shot at school gate,False
Toy otaku heaven,False
MySQL 4.1 Source Tree Available,False
Hopes fade in Ulster crisis talks,False
A&L Daily to be auctioned in bankruptcy,False
"Delphi Questions, a new _Joel on Software_ discussion group.",False
'I'm just an idiot',False
City Planning Funnies,False
Support for Iraq action at new low of 32%,False
Seeing is believing,False
A Watched Server Never Breaks,False
'Nasty party' warning to Tories,False
Species at risk of extinction growing,False
Indie artist hits top-ten by engaging audience,False
Teach a man to fish,False
Iran Pushes UN Intervention Against US,False
"At last, I have an excuse",False
Man kills self with home booby-traps,False
Curried radiation burns,False
1987 copy of Nintendo zine going for $700 on eBay,False
Steven Levy's wireless neighbors,False
How the other half gives,False
Police pay damages to journalist,False
10 die as Israeli helicopter fires on Palestinian crowd,False
Nobel prize for British and US scientists,False
Dawn raids stoke fires of resentment,False
Factories go flat while we dither over the euro,False
New Solar System body revealed,False
Man leads machine in chess duel,False
Human handshake opens data stream,False
Geneticists and a tiny worm win Nobel prize,False
Barney Not Found,False
Movable Type 2.5 is out,False
Trip Notes,False
In praise of evolvable formats,False
"Lego harpsichord: A for Obsessiveness, F for Tunefulness",False
"$15,000 umbrella stand: nothing exceeds like excess",False
Skinny Acoustic Bass,False
BSkyB recruits heavyweight non-execs,False
Plans for new youth units blocked,False
Paddick backers angry at Met move,False
Excellent Tim Biskup card deck,False
MC Escher in Lego,False
Doesn't smell like team spirit,False
JJB Sports chief found hanged,False
Blair challenge to IRA,False
Palm-sized translators going to Iraq,False
Tate unveils its biggest work,False
Ink is speech,False
US use of lie detector tests criticized,False
Neutrino and X-ray physicists win Nobel Prize,False
Davis stirs grassroots with right to buy promise,False
Mystery Indian virus heading for Europe,False
Critical breast cancer gene identified,False
Bournemouth blues,False
Feedback from my posting about FogBUGZ Setup fell into four,False
Working for the Mouse,False
Japa-crappers get high-tech,False
America's great misleader,False
Live forever or die trying,False
Words fail me,False
Wedding music,False
Six,False
Five,False
[IMG: http://www.joelonsoftware.com/pictures/dhtml2d.jpg (Dynamic,False
CIA in blow to Bush attack plans,False
Italy goes over old battlegrounds,False
Leader tells Tories: stop sniping,False
Twilight Zone,False
Australia declares world's largest marine reserve,False
DNA match brings breakthrough,False
Monster molecule techniques win Chemistry Nobel,False
Missing Fleet Week,False
US use of lie detector tests criticised,False
Good Earnings Report,False
Monkey or man?,False
Musharraf keeps his hands on the reins,False
'Seminal' eczema study reveals skin's broken defences,False
Now we are 10,False
Brown accused of backtracking on regional museums,False
Plan to recover nuclear gas rejected,False
Meet Carol Ann Duffy,False
Wannabe fathers ramp up testosterone,False
'Bust' market closes two Powergen stations,False
Gene technique reveals human evolution,False
Go-ahead for new-style hospitals,False
Malicious code hidden in email software,False
'Flexible' retirement gains ground,False
Critical US satellites could be hacked,False
CNET NEWS.COM: Cable companies cracking down on Wi-Fi,False
Save an extra $50 on the iPaq 3835 PDA (CNET SHOPPER),False
"This week: Deck, Tex-Edit Plus, Boom",False
Reg Headlines Wednesday July 10,False
[Lockergnome Penguin Shell]  Recursive Metaphor,False
[Lockergnome Windows Daily]  Brilliant Mistakes,False
Your Daily Dilbert 07/10/2002,False
This week: Browse or bust,False
[Lockergnome Tech Specialist]  Handprint Singing,False
MS's Palladium: What the hell is it? (Here's what!) [ANCHORDESK],False
What to look for in your next smart phone (Tech Update),False
[Lockergnome Apple Core]  Skip Content,False
Xscale disappoints in Toshiba's e740,False
Looking for the perfect camera for your summer vacation? (CNET SHOPPER),False
CNET NEWS.COM: The tech side of homeland defense,False
NEWS.COM INVESTOR: Tech stocks drop again on Qwest criminal probe news,False
IBM's thin ThinkPads fit to a T,False
Get the Perfect Mix of ZDNet's Best Stuff!,False
"This Week: FileSystem, AppletFile, PHP Master Editor",False
Reg Headlines Thursday July 11,False
[Lockergnome Windows Daily]  Fraud Wipes,False
Shop smarter with ZDNet's price-feature analysis,False
CNET NEWS.CONTEXT: Hollywood & Silicon Valley: A way out?,False
Intel 900MHz / 256MB PC-133 / 10X DVD / 20GB PC: Starting Bid $229,False
Next MS Office? Here's what I'd add--and delete [ANCHORDESK],False
Your Daily Dilbert 07/11/2002,False
Moore: Speech recognition next hurdle (Tech Update),False
CNET Cool Gear:  Leica's legendary charm,False
Our new Memory Configurator makes RAM shopping easy! (CNET SHOPPER),False
Cell phones coming soon,False
Great deals on perfect Summer cameras! (CNET SHOPPER),False
CNET: Why I don't use firewalls,False
"CNET NEWS.COM: Copies, Webcasts tangled in draft bill",False
[Lockergnome Penguin Shell]  Karaoke Kernel,False
NEWS.COM INVESTOR: Battered stocks regain ground,False
CNET DIGITAL DISPATCH: Saying good-bye to free,False
"Broadband ISPs wise up to wireless, defend (or don't) against hackers (CNET INTERNET SERVICES)",False
[Lockergnome Digital Media]  Alphabet Speakerphone,False
Reg Headlines Friday July 12,False
New Sony Vaio: When small becomes TOO small [ANCHORDESK],False
Take all your music on the road (ZDNET SHOPPER),False
Your Daily Dilbert 07/12/2002,False
What you need for iPaq wireless connectivity (Tech Update),False
[Lockergnome Tech Specialist]  Geothermal Caffeine,False
[Lockergnome Webmaster Weekly]  Compatible Whistles,False
CNET NEWS.COM: Canning spam without eating up real mail,False
Get the most out of your games and graphics! (CNET SHOPPER),False
NEWS.COM INVESTOR: Techs fall with consumer sentiment,False
THE WEEK IN REVIEW: Quit copying,False
Your Daily Dilbert 07/13/2002,False
Your Daily Jump Start,False
[Lockergnome Windows Daily]  Beefier Vinyl,False
Reg Headlines Monday July 15,False
FREE SHIPPING! No Minimum Purchase* at Buy.com,False
[Lockergnome Tech Specialist]  Tantamount Revelation,False
[Lockergnome Windows Daily]  Deeper Uplink,False
"Dear Steve Jobs: At Macworld, show me this... [ANCHORDESK]",False
What's facing FBI's new CIO? (Tech Update),False
[Lockergnome Digital Media]  Humblest Alarm,False
CNET NEWS.COM: File-traders in the crosshairs,False
Still hunting for the perfect RAM upgrade? (CNET SHOPPER),False
"Looking for a quick, affordable way to upgrade your PC? (CNET SHOPPER)",False
"NEWS.COM INVESTOR: Techs rise, but Dow falls on day of Bush speech",False
"Four free e-mailers reviewed, Get the gear you need to burn DVDs",False
Reg Headlines Tuesday July 16,False
[Lockergnome Windows Daily]  Dignity Shakedown,False
Why we're changing our publishing schedule [ANCHORDESK],False
"Personal laser picks for students, SOHO users, and more! (ZDNET SHOPPER)",False
Bridging the gap between Liberty and Microsoft (Tech Update),False
[Lockergnome Tech Specialist]  Frequent Format,False
[Lockergnome Penguin Shell]  Good Hearts,False
CNET NEWS.COM: Microsoft reveals media XP details,False
Save an extra $50 of Compaq's powerful iPaq H3835! (CNET SHOPPER),False
NEWS.COM INVESTOR: Techs slump with Intel,False
Reg Headlines Wednesday July 17,False
"This week: Marine Aquarium, QuickTime, MoonDock",False
[Lockergnome Windows Daily]  Medieval Mocha,False
[Lockergnome Apple Core]  Intuitive Cash,False
Your Daily Dilbert 07/17/2002,False
This week: Rhapsody rules,False
Check out the new CLIE PEG-T665C from Sony! (CNET SHOPPER),False
Triple your dial-up Web surfing speeds! Here's how [ANCHORDESK],False
Are bigger notebooks better?,False
Where TabletPC will succeed (Tech Update),False
[Lockergnome Tech Specialist]  Bridge Concept,False
"CNET NEWS.COM: Jobs touts OS X, iPods, iMac",False
"NEWS.COM INVESTOR: Techs gain on Intel, Motorola news",False
CNET: Copycat worms and a PGP Outlook flaw,False
CNET Cool Gear: Find the right cordless phone,False
"This Week: Chilkat Zip, Anfy Java, VB-PowerWrap",False
CNET: A note to our subscribers,False
Reg Headlines Thursday July 18,False
Sneak Peek: NEW HP Products,False
Canon USA Reseller News : July,False
[Lockergnome Digital Media]  Endorsed Compatibility,False
Why we're changing our publishing schedule [ANCHORDESK],False
When search results don't count (Tech Update),False
Your Daily Dilbert 07/18/2002,False
[Lockergnome Penguin Shell]  Weekend Warriors,False
[Lockergnome Windows Daily]  Sticker Courtesy,False
[Lockergnome Tech Specialist]  Friend Fry,False
CNET NEWS.CONTEXT: Adios to options excess?,False
[Lockergnome Penguin Shell]  Retail Ready,False
CNET NEWS.COM: Selling secure laptops no open-shut case,False
CNET: Miniature cameras and privacy laws,False
"NEWS.COM INVESTOR: Techs lose again with Seibel earnings miss, AOL questions",False
Olympus Brio D-100 1.3 MegaPixel Digital Camera: Starting Bid $99,False
"MSN 8.0 on deck and on a roll, CyberSLAPPs explained (CNET INTERNET SERVICES)",False
Great deals on the Summer's hottest MP3 players (CNET SHOPPER),False
CNET DIGITAL DISPATCH: Mac zealots unite,False
Cordless phones: the other wireless devices,False
Reg Headlines Friday July 19,False
Shopping for an affordable gaming PC? (CNET SHOPPER),False
MS/Apple: Can this marriage be saved? (I doubt it) [ANCHORDESK],False
Need a PDA that's more than a phonebook? (ZDNET SHOPPER),False
"Hey, thief! This laptop is locked (Tech Update)",False
Your Daily Dilbert 07/19/2002,False
[Lockergnome Windows Daily]  Entrance Slouch,False
THE WEEK IN REVIEW: Harvest at Macworld,False
Your Daily Dilbert 07/20/2002,False
Reg Headlines Monday July 22,False
[Lockergnome Webmaster Weekly]  Educational Capabilities,False
How Microsoft plans to take over your living room [ANCHORDESK],False
Your Daily Dilbert 07/22/2002,False
Why HP could be king of servers (Tech Update),False
[Lockergnome Windows Daily]  Cranky Beats,False
[Lockergnome Tech Specialist]  Concrete Geekitude,False
[Lockergnome Digital Media]  Clever Ritual,False
Reg Headlines Tuesday July 23,False
"NEWS.COM INVESTOR: Techs fall again with telecoms, Dow drops below 8K",False
CNET NEWS.COM: WorldCom woes lead to bankruptcy,False
Apt repository authentication: it's time,False
Re: RedHat 8.0 and his own freetype,False
Malcolm in the Middle Sweepstakes Prize Notification,False
The ISO17799 Newsletter - Issue 4,False
"Virtueller Messetag der jobfair24 am Mittwoch, 03. Juli 2002",False
F2M - Ihre kostenlose Faxnummer - Newsletter,False
Lindows.com: Michael's Minute: Lindows.com Report Card,False
"Jobs, Jobs, Jobs: HEUTE, 03.07.02 ist virtueller Messetag der jobfair24!!!",False
Lindows.com: Michael's Minute: Do the Math...Dispel the Myths,False
IBM eNews: Aktuelle Informationen von IBM,False
Oracle Technology Network TechBlast - July 2002,False
"DivX News: Battle of the Planets in DivX, Warcraft III, and the",False
=?iso-8859-1?Q?Matrox_Parhelia=99_now_available?=,False
[DEJD] DesktopEngineer.com Headlines - $200 For The Best Submission,False
"When to Sell Online Seminar, Lesson 2: Companies Gone Wrong",False
"Your NEW ""Leg-Up"" on Wall Street...",False
"DivX News: DivX Affiliate Program, Nobody in DivX, and New Player",False
Re: remove,False
Cash Flow Doesn't Lie...Even After Today's Rally,False
Hi! I'm new here.,False
Back to School with Buy4Now,False
Re: Hi! I'm new here.,False
"EFFector 15.24: EFF Submits Comments to FCC, Johansen Trial",False
blogged item,False
Re: Hi! I'm new here.,False
"Brother, Can You Spare a Jet?",False
[forteana] Fwd: Explorator 5.15,False
Re: Hi! I'm new here.,False
Buy Ryanair Travel Insurance Today,False
United We Fall?,False
SEC Exposes Big Blue's Pink Slips,False
"SOURCEFORGE.NET UPDATE: August 14, 2002",False
"Neat Net Tricks Standard Issue 131 - August 15, 2002",False
WinXPnews: Time To Patch Your Windows Media Player,False
[SAtalk] OT: Can Weblogs Reach Ronald Scelson?,False
"iSilo announcements (August 15, 2002)",False
CERT Advisory CA-2002-21 Vulnerability in PHP,False
LP RELEASE: Outrageous military spending,False
firewalls Digest V1 #33,False
MiniNTK 2002-08-16,False
World Wide Words -- 17 Aug 02,False
Re: kernel BUG at filemap.c:843!,False
"EFFector 15.25: Judge Grants Consumer Voice in ReplayTV Lawsuit, Musician Endorses Music Sharing",False
[use Perl] Stories for 2002-08-18,False
Movies to Watch on Lifetime,False
=?iso-2022-jp?B?UmU6IBskQjswSSkyPTNYJSglcyU4JUslIiVqJXMlME1NJVcbKEI=?=,False
=?iso-2022-jp?B?GyRCRnxLXDhsJE43b0w+IUolNSVWJTglJyUvJUghSyEhJTkbKEI=?=,False
BUG REVIEW,False
[Lockergnome Tech Specialist]  Transportation Rage,False
Terry Pratchett - AuthorTracker News from HarperCollins,False
"WORD A DAY - ""coruscate"" - 8/20/02",False
The Freedom Rides,False
SEVERE THUNDERSTORM WARNING UNTIL THU AUG 15 2002 05:45 PM EDT FOR 12144,False
UBID Auction Alert,False
Subject: There's still time to enter Lifetime's New Season Sweeps!,False
Astrology.com: daily horoscope,False
Ashfield Online 9/1/2002 by Aric McKeown,False
"Eagle: Lieutenant governor's race competitive, unique",False
Wrox Press Developer's Journal,False
Do you dream of the latest gadgets? (ZDNET SHOPPER),False
[MLB-WIRELESS] FW: Cisco Wireless LAN Solutions,False
Yahoo! News Story - Top Stories,False
Red Hat Linux 8.0 now available on Red Hat Network,False
updated weblogs from blo.gs,False
"CAUCE NEWS, Vol 6, No 2, June 2002",False
"MEDIA: spamNEWS Digest September 30 - October 05, 2002",False
"testing for taint.org, part 2",False
"Outer Where? Right here, at dELiAs*cOm!",False
This Weeks Movie Trivia Question from All Things New England,False
Tribute MovieMail - Vol. 1 #48,False
"GAMESPOT PC: Lionheart designer diary, No One Lives Forever 2 screenshot update, and more!",False
"Struts 1.1 Article, JavaServer Faces Tech Talk, iXML & Widget Pages Patterns, JRun 4.0 Review",False
"On The Way to Telluride, On My Way Back to the World",False
Today's news: Serious PHP flaw found,False
VoIP tip: Troubleshooting voice,False
Announcing the New Netscape 7.0 - The Fastest Netscape Browser Ever,False
Geocaching.com Weekly Cache Notification,False
BIG 12 OR BUST,False
Automated 30 day renewal reminder 2002-05-27,False
a deadlock problem,False
"EFFector 15.28: Motions Filed in Morpheus Peer-to-Peer Case,",False
[SQL] Database joins,False
[NOVICE] pl/pgsql and returns timestamp type,False
Geocaching.com Weekly Cache Notification,False
Securing multiple virtual hosts,False
JavaServer Pages updated,False
Linux-Announce Digest #180,False
"Core Java Technologies Tech Tips, September 10, 2002 (ArrayList vs. LinkedList, Zero-Length Arrays)",False
September Core Java Technologies Newsletter,False
"Classic Novels, Aesop's Fables, Issue 49",False
DayTips' Poem-a-Day: 09/13/02,False
You're signed up for the Reich Report!,False
Personalize your Palm OS device,False
Personal Finance: Resolutions You Can Keep,False
AOL Keyword: Fraud Probe,False
GOVERNMENT REGULATION IS KILLING THE STOCK MARKET,False
[ILUG-Social] Re: Important - reenactor insurance needed,False
Market Can't Find Its Bottom With Both Hands,False
(SPAM? 08.00) lists.sourceforge.net mailing list memberships reminder,False
"Core Java Technologies Tech Tips, September 10, 2002 (ArrayList vs. LinkedList, Zero-Length Arrays)",False
September Core Java Technologies Newsletter,False
"Classic Novels, Aesop's Fables, Issue 49",False
DayTips' Poem-a-Day: 09/13/02,False
You're signed up for the Reich Report!,False
Personalize your Palm OS device,False
Personal Finance: Resolutions You Can Keep,False
AOL Keyword: Fraud Probe,False
GOVERNMENT REGULATION IS KILLING THE STOCK MARKET,False
[ILUG-Social] Re: Important - reenactor insurance needed,False
Market Can't Find Its Bottom With Both Hands,False
"EFFector 15.28: Motions Filed in Morpheus Peer-to-Peer Case,",False
[SQL] Database joins,False
[NOVICE] pl/pgsql and returns timestamp type,False
Geocaching.com Weekly Cache Notification,False
Securing multiple virtual hosts,False
JavaServer Pages updated,False
Linux-Announce Digest #180,False
(SPAM? 08.00) lists.sourceforge.net mailing list memberships reminder,False
Life Insurance - Why Pay More?,True
[ILUG] Guaranteed to lose 10-12 lbs in 30 days 10.206,True
Guaranteed to lose 10-12 lbs in 30 days                          11.150,True
Re: Fw: User Name & Password to Membership To 5 Sites zzzz@example.com pviqg,True
[ILUG-Social] re: Guaranteed to lose 10-12 lbs in 30 days 10.148,True
RE: Your Bank Account Information,True
"FORTUNE 500 COMPANY HIRING, AT HOME REPS.",True
Is Your Family Protected?,True
RE: Important Information Concerning Your Bank Account,True
MULTIPLY YOUR CUSTOMER BASE!,True
